id,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4420,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
3832,Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Wood
2972,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Wood
4775,Edible,Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
3011,Edible,Flat,Scaly,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Wood
1079,Edible,Convex,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
4590,Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
4875,Edible,Knobbed,Scaly,Red,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste
3189,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Wood
2069,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
6440,Edible,Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
4038,Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
5419,Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
2128,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Wood
3706,Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
5054,Edible,Convex,Scaly,Green,No Bruises,None,Free,Close,Narrow,Purple,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Solitary,Wood
1564,Edible,Flat,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
1760,Edible,Flat,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses
2569,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
4854,Edible,Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
5553,Edible,Bell,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
1465,Edible,Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows
4522,Poisonous,Convex,Smooth,Buff,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses
1146,Edible,Convex,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows
4437,Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths
5905,Edible,Bell,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
5686,Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
4464,Edible,Knobbed,Scaly,Cinnamon,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Smooth,Fibrous,White,Brown,Partial,White,One,Evanescent,White,Several,Leaves
6564,Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
4916,Edible,Convex,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
673,Edible,Bell,Scaly,White,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses
1798,Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
3825,Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Wood
5081,Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
1995,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Wood
4236,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths
1720,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses
2072,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Wood
6189,Edible,Convex,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
1121,Edible,Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows
2833,Edible,Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
4046,Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood
2918,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Several,Wood
4208,Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths
3488,Edible,Flat,Scaly,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood
4268,Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
2228,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Wood
501,Edible,Convex,Scaly,Brown,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths
5797,Edible,Bell,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
4524,Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Wood
4243,Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
5699,Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
3700,Edible,Flat,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood
2393,Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Wood
1311,Edible,Convex,Fibrous,Green,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Wood
502,Edible,Bell,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses
319,Edible,Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses
2561,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Wood
6265,Edible,Knobbed,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
5032,Poisonous,Flat,Smooth,Buff,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses
2847,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
4831,Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses
1989,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Wood
2132,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Wood
2931,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
946,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
1773,Edible,Convex,Fibrous,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Wood
3955,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Wood
5421,Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
5437,Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
1582,Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
6405,Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
128,Edible,Convex,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows
1766,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Wood
1774,Edible,Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Wood
197,Edible,Convex,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses
1802,Edible,Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
2142,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Wood
613,Edible,Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Wood
247,Edible,Bell,Scaly,White,Bruises,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows
4159,Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
6423,Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves
4944,Edible,Flat,Scaly,Brown,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Smooth,Fibrous,White,Brown,Partial,White,One,Evanescent,White,Several,Leaves
5746,Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Several,Leaves
195,Edible,Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses
6287,Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
2855,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
1553,Edible,Convex,Fibrous,Brown,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
2524,Edible,Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
4809,Edible,Flat,Scaly,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
2321,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Wood
4665,Edible,Convex,Smooth,Brown,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
1179,Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Wood
2419,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Wood
2275,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
70,Edible,Bell,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses
543,Edible,Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows
1196,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
2582,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Wood
1131,Edible,Bell,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows
2359,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
2611,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Wood
4153,Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
4686,Poisonous,Convex,Smooth,Buff,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses
5728,Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
5071,Edible,Knobbed,Scaly,Buff,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
5294,Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
1268,Edible,Flat,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses
6506,Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
645,Edible,Flat,Scaly,Brown,Bruises,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses
2245,Edible,Convex,Fibrous,Green,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Wood
6531,Edible,Flat,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
1068,Edible,Flat,Fibrous,Brown,No Bruises,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
2025,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Wood
5777,Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
1067,Edible,Convex,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses
269,Edible,Convex,Scaly,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows
5425,Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
3595,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Wood
192,Edible,Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows
2161,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
5547,Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
115,Poisonous,Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses
5009,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood
1883,Edible,Flat,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses
1696,Edible,Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Wood
2956,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Wood
5220,Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
2193,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Wood
2665,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Wood
3718,Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
6112,Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Clustered,Leaves
5191,Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
4662,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths
5038,Poisonous,Convex,Smooth,Green,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses
818,Edible,Bell,Scaly,White,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses
4638,Edible,Convex,Scaly,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
4785,Edible,Convex,Smooth,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste
1587,Edible,Convex,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
2854,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
2755,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Wood
5266,Poisonous,Flat,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
5865,Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
2894,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
365,Edible,Sunken,Fibrous,Brown,No Bruises,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Urban
3263,Edible,Flat,Scaly,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Wood
565,Edible,Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows
